CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
712900308,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34
798045708,Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,36
715657833,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,41
712111608,Existing Customer,59,F,2,Post-Graduate,Single,Less than $40K,Blue,54
711792783,Existing Customer,45,F,3,Unknown,Divorced,$40K - $60K,Blue,26
716067333,Existing Customer,61,M,0,Graduate,Married,Unknown,Blue,36
780660183,Attrited Customer,43,F,4,High School,Divorced,Less than $40K,Blue,32
720761208,Attrited Customer,59,M,1,College,Single,$120K +,Blue,47
788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28
711150333,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31
714418158,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56
713634108,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36
717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43
711589758,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,32
787481208,Existing Customer,46,F,1,Unknown,Unknown,Less than $40K,Blue,34
715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36
714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36
713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29
808903308,Attrited Customer,54,F,1,Unknown,Married,$40K - $60K,Blue,49
713809833,Existing Customer,42,F,3,Graduate,Unknown,Unknown,Blue,32
713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34
708761733,Existing Customer,52,F,3,High School,Married,Unknown,Blue,36
714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36
823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36
708307533,Existing Customer,42,M,2,Uneducated,Married,$60K - $80K,Blue,30
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39
708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38
797232183,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,36
720789933,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,32
808281483,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41
712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47
711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36
788813658,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,45
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34
712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30
714237033,Attrited Customer,42,F,4,Uneducated,Married,Unknown,Blue,36
718370733,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,35
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21
794160408,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28
711873033,Attrited Customer,35,F,3,Unknown,Single,Unknown,Blue,29
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44
778899708,Attrited Customer,56,F,2,Unknown,Single,$40K - $60K,Blue,37
771865908,Attrited Customer,48,F,2,Graduate,Single,Unknown,Blue,37
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41
719862258,Existing Customer,38,F,2,Uneducated,Single,Unknown,Blue,28
788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33
714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36
721406658,Attrited Customer,32,F,0,Unknown,Divorced,Less than $40K,Blue,36
713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22
785106933,Existing Customer,51,F,1,Unknown,Single,Unknown,Blue,45
716673258,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,36
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21
797150733,Attrited Customer,44,M,3,Unknown,Single,$40K - $60K,Blue,38
718279983,Existing Customer,49,F,1,College,Married,Unknown,Blue,36
718548558,Existing Customer,53,F,3,Unknown,Single,Less than $40K,Blue,42
780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36
772388508,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,32
788199858,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,34
769578108,Existing Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,26
719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45
711874833,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,37
714930333,Attrited Customer,39,M,3,College,Married,$80K - $120K,Blue,30
720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36
769709058,Existing Customer,60,M,1,Uneducated,Single,$60K - $80K,Blue,54
711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24
826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46
711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33
712831908,Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,49
780222408,Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,36
714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36
772346358,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,41
717489033,Attrited Customer,27,F,0,High School,Single,Less than $40K,Blue,18
710969433,Existing Customer,41,F,1,Uneducated,Married,Less than $40K,Blue,31
715807383,Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,36
711807333,Existing Customer,37,F,2,College,Single,Less than $40K,Blue,26
816086508,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,42
714424533,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,36
779536233,Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30
710794983,Existing Customer,41,F,3,High School,Single,Unknown,Blue,32
779890833,Existing Customer,51,F,2,High School,Divorced,Less than $40K,Blue,36
779837808,Existing Customer,53,F,2,High School,Married,$40K - $60K,Blue,37
713748708,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,37
709123908,Existing Customer,43,F,2,Graduate,Married,$40K - $60K,Blue,36
816476658,Attrited Customer,54,F,2,Unknown,Married,Unknown,Blue,49
743800833,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,46
806415183,Existing Customer,51,F,0,Doctorate,Married,Unknown,Blue,46
794054058,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,44
771907158,Existing Customer,54,M,5,Unknown,Married,$120K +,Blue,42
815789883,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,41
712177908,Existing Customer,50,F,4,College,Single,Less than $40K,Blue,36
711234783,Attrited Customer,44,F,4,Unknown,Married,Less than $40K,Blue,28
793379058,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,42
720480183,Existing Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34
712974558,Existing Customer,56,F,2,College,Single,Less than $40K,Blue,43
717409533,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26
712200033,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36
713563383,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,36
802795608,Existing Customer,54,F,2,High School,Single,Less than $40K,Blue,48
787452333,Attrited Customer,39,F,1,High School,Married,Less than $40K,Blue,25
709520058,Attrited Customer,53,M,5,Uneducated,Married,$120K +,Blue,38
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51
820694133,Attrited Customer,60,F,0,High School,Married,Unknown,Blue,55
711800658,Attrited Customer,42,F,3,High School,Single,Less than $40K,Blue,36
717722958,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36
712279683,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,36
716606733,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,18
716060358,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,45
709158333,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,28
721113333,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36
712620858,Existing Customer,34,F,4,Doctorate,Married,Unknown,Blue,36
712855683,Existing Customer,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36
715463133,Existing Customer,40,M,5,High School,Single,$120K +,Blue,31
716551533,Existing Customer,47,F,1,High School,Single,Unknown,Blue,36
771220758,Existing Customer,40,F,3,Doctorate,Single,Unknown,Blue,27
709920258,Existing Customer,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28
708959583,Existing Customer,47,M,2,High School,Married,$60K - $80K,Blue,39
712510833,Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,30
710840433,Existing Customer,34,M,1,College,Unknown,$40K - $60K,Blue,20
712853358,Attrited Customer,39,F,3,High School,Unknown,Less than $40K,Blue,36
788502858,Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,51
721139808,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36
711375558,Existing Customer,48,F,2,Uneducated,Single,$40K - $60K,Blue,34
713798958,Existing Customer,38,F,3,Unknown,Single,Less than $40K,Blue,36
709362033,Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42
719860308,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,36
714443058,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,28
716315508,Attrited Customer,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36
717651333,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,43
798489258,Existing Customer,59,F,1,Uneducated,Divorced,Unknown,Blue,53
710742408,Existing Customer,53,F,2,College,Married,Less than $40K,Blue,43
812089383,Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,36
711968358,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,44
794227308,Existing Customer,56,M,2,College,Married,$80K - $120K,Blue,50
719845908,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,36
716851908,Existing Customer,58,F,5,Unknown,Married,$40K - $60K,Blue,47
720599658,Existing Customer,49,M,1,Unknown,Married,$40K - $60K,Blue,36
720401658,Attrited Customer,53,F,3,Graduate,Single,Less than $40K,Blue,34
827442858,Existing Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,52
779034708,Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,41
718806783,Attrited Customer,46,F,3,Uneducated,Married,Unknown,Blue,36
714484008,Attrited Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,31
719176308,Attrited Customer,43,M,3,College,Divorced,$80K - $120K,Blue,32
769662033,Existing Customer,45,F,2,College,Unknown,Less than $40K,Blue,29
721020858,Existing Customer,34,F,1,College,Single,Unknown,Blue,20
714630858,Attrited Customer,36,F,1,Uneducated,Unknown,Less than $40K,Blue,36
710838108,Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36
712662783,Attrited Customer,43,F,2,College,Married,Unknown,Blue,36
713160258,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44
778163508,Existing Customer,37,F,2,High School,Married,Unknown,Blue,27
713785608,Existing Customer,49,F,1,Doctorate,Single,Less than $40K,Blue,40
779905008,Attrited Customer,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38
789491058,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,34
793736958,Existing Customer,49,M,3,High School,Single,$120K +,Blue,43
720961383,Attrited Customer,47,F,3,Uneducated,Single,Unknown,Blue,36
714202008,Attrited Customer,53,F,2,High School,Married,Less than $40K,Blue,36
721479108,Existing Customer,52,M,1,Uneducated,Single,$120K +,Blue,41
715549158,Existing Customer,29,F,1,Graduate,Married,Less than $40K,Blue,36
710308983,Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,39
710981583,Existing Customer,44,F,5,Unknown,Single,$40K - $60K,Blue,36
712704933,Attrited Customer,49,F,4,High School,Unknown,$40K - $60K,Blue,43
716165508,Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,40
710630583,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,39
709571958,Existing Customer,58,F,2,Graduate,Single,Less than $40K,Blue,47
790115358,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,32
715904433,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,34
709078908,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,32
717541308,Existing Customer,61,F,2,Graduate,Single,Less than $40K,Blue,45
779916408,Existing Customer,39,F,4,Graduate,Single,Unknown,Blue,23
714979383,Existing Customer,56,M,3,Graduate,Single,$60K - $80K,Blue,46
711691608,Attrited Customer,46,F,4,Graduate,Single,Less than $40K,Blue,36
788930358,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,28
716351208,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38
708266883,Attrited Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36
718858683,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36
771617883,Existing Customer,54,F,2,High School,Single,$40K - $60K,Blue,42
718001508,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29
708995283,Existing Customer,50,F,1,Graduate,Unknown,Unknown,Blue,36
721173183,Existing Customer,57,F,2,Uneducated,Married,Unknown,Blue,43
711102858,Attrited Customer,48,F,2,Doctorate,Single,Unknown,Blue,36
711722808,Attrited Customer,51,F,4,Graduate,Single,Less than $40K,Blue,44
787466808,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,22
716116383,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,36
713257083,Existing Customer,46,F,4,Unknown,Married,$40K - $60K,Blue,36
772661808,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46
713382558,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,42
717596883,Existing Customer,58,F,0,Graduate,Single,$40K - $60K,Blue,39
712993008,Existing Customer,58,F,1,Unknown,Single,Less than $40K,Blue,48
824763783,Existing Customer,59,F,0,College,Single,Less than $40K,Blue,55
771730758,Existing Customer,51,F,1,High School,Single,Unknown,Blue,39
780265458,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,42
714256758,Existing Customer,50,M,2,Unknown,Single,$60K - $80K,Blue,36
710292333,Attrited Customer,44,F,3,High School,Married,Unknown,Blue,36
712171158,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,30
787339158,Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,50
788782008,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Gold,30
714848958,Attrited Customer,47,F,2,Graduate,Single,Less than $40K,Gold,37
714987633,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,36
717684858,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,38
767376483,Existing Customer,27,F,1,College,Married,Less than $40K,Blue,20
709901058,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,30
823149483,Existing Customer,52,F,1,Post-Graduate,Single,$40K - $60K,Blue,48
780073158,Existing Customer,59,M,0,High School,Single,Less than $40K,Blue,44
779998083,Existing Customer,33,M,3,High School,Married,$40K - $60K,Blue,23
713144208,Attrited Customer,51,F,0,High School,Married,Unknown,Blue,42
771594783,Attrited Customer,56,F,1,College,Married,Unknown,Blue,44
816613158,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,43
770774133,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,39
712300683,Existing Customer,41,F,1,Graduate,Single,Less than $40K,Blue,32
714536208,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36
784880958,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28
713784558,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36
719305608,Attrited Customer,57,F,3,High School,Single,Less than $40K,Blue,36
720190083,Attrited Customer,56,F,3,Unknown,Single,Less than $40K,Blue,39
708323208,Attrited Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,36
781183233,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,25
718825908,Existing Customer,60,F,1,Doctorate,Single,Unknown,Blue,47
716963283,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,38
714924483,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,46
779922183,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36
719449533,Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,38
712559058,Existing Customer,54,M,0,High School,Single,$80K - $120K,Blue,45
717853233,Existing Customer,41,M,2,College,Married,$80K - $120K,Blue,31
790069233,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,37
794576058,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,26
779877858,Existing Customer,53,F,2,College,Unknown,Less than $40K,Blue,37
772334133,Existing Customer,53,F,1,Graduate,Married,Unknown,Blue,42
714139308,Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Blue,42
806634783,Existing Customer,38,F,2,College,Married,Less than $40K,Blue,33
720101658,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,19
719925483,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,36
719572833,Existing Customer,57,F,3,Graduate,Unknown,$40K - $60K,Blue,46
720729108,Existing Customer,32,F,0,Unknown,Single,Less than $40K,Blue,17
819214233,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,38
718896108,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,36
713723433,Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,44
708514383,Existing Customer,38,F,2,College,Married,Unknown,Blue,29
716961033,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,40
778819083,Attrited Customer,41,F,2,Doctorate,Married,$40K - $60K,Blue,33
714773508,Attrited Customer,54,F,1,Graduate,Married,$40K - $60K,Blue,46
814181433,Existing Customer,46,M,5,College,Married,$40K - $60K,Blue,41
711984633,Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,27
710662158,Existing Customer,41,M,4,Unknown,Married,$120K +,Blue,34
711356733,Existing Customer,45,F,5,Unknown,Single,Less than $40K,Blue,36
711456108,Attrited Customer,46,F,4,Unknown,Married,$40K - $60K,Blue,39
780727833,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,41
771471708,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,32
714320358,Existing Customer,38,F,2,College,Single,Less than $40K,Blue,33
720700008,Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36
713027058,Attrited Customer,46,F,4,Doctorate,Single,Less than $40K,Blue,36
778228458,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,42
781137783,Attrited Customer,40,M,3,High School,Unknown,Less than $40K,Blue,33
719821908,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,16
720537633,Existing Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,36
712378983,Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,47
763681908,Existing Customer,34,F,3,Unknown,Married,Less than $40K,Blue,27
721164483,Existing Customer,46,F,2,College,Married,$40K - $60K,Blue,34
715447008,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,36
769676358,Existing Customer,38,M,2,High School,Single,$60K - $80K,Blue,32
710487033,Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,28
714197133,Attrited Customer,51,F,3,College,Married,$40K - $60K,Blue,36
718488783,Existing Customer,40,M,3,College,Unknown,$40K - $60K,Blue,30
715663458,Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,39
717865008,Existing Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36
771400608,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,44
708148158,Existing Customer,39,F,4,Unknown,Married,Unknown,Blue,21
720589008,Existing Customer,47,F,3,Doctorate,Unknown,Unknown,Blue,38
784795083,Existing Customer,31,F,1,High School,Divorced,Less than $40K,Blue,25
809844108,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,43
711521958,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,36
711833508,Existing Customer,47,M,2,High School,Single,$40K - $60K,Blue,27
713146683,Existing Customer,35,F,1,High School,Unknown,Unknown,Blue,36
716968683,Existing Customer,46,F,5,High School,Single,Unknown,Blue,38
716279508,Attrited Customer,48,M,3,College,Married,$80K - $120K,Blue,41
771336783,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,38
717502083,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,28
714843483,Existing Customer,57,F,3,Uneducated,Single,Unknown,Blue,48
709745508,Attrited Customer,58,F,2,Unknown,Divorced,$40K - $60K,Blue,47
711382458,Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,38
712190358,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,29
788805858,Existing Customer,49,M,3,College,Divorced,$40K - $60K,Blue,31
709102458,Attrited Customer,47,M,2,High School,Single,$80K - $120K,Blue,36
712533708,Existing Customer,43,M,0,High School,Single,$80K - $120K,Blue,36
720326733,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,47
713605908,Existing Customer,49,M,3,Graduate,Married,$120K +,Blue,37
711598533,Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,36
795855258,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,42
826783233,Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,53
789228108,Existing Customer,56,F,4,Graduate,Single,Unknown,Blue,45
785230083,Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,44
807946833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,39
711011508,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,35
718632933,Existing Customer,58,F,1,College,Single,Less than $40K,Blue,46
717284133,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,41
711701058,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Silver,36
712228458,Existing Customer,50,M,2,Unknown,Unknown,$120K +,Blue,32
717146208,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,51
719028783,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,29
713274183,Existing Customer,45,F,1,Graduate,Single,Less than $40K,Blue,35
789218433,Existing Customer,33,F,3,Unknown,Married,$40K - $60K,Blue,22
790139583,Existing Customer,39,F,0,Graduate,Divorced,Less than $40K,Blue,32
720218658,Existing Customer,40,F,1,Unknown,Married,Unknown,Blue,26
747074058,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,40
719170683,Existing Customer,38,M,1,Unknown,Single,$80K - $120K,Blue,29
708753633,Existing Customer,45,F,3,Doctorate,Married,$40K - $60K,Blue,32
710780883,Existing Customer,48,F,5,Uneducated,Single,$40K - $60K,Blue,38
785237958,Attrited Customer,45,M,5,College,Married,$60K - $80K,Blue,39
711333933,Existing Customer,56,F,3,Post-Graduate,Single,$40K - $60K,Blue,36
710797833,Existing Customer,50,F,5,Graduate,Married,Less than $40K,Blue,30
720154533,Existing Customer,53,F,4,Graduate,Unknown,Less than $40K,Blue,39
719123958,Attrited Customer,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27
780942633,Existing Customer,49,M,4,High School,Married,Unknown,Blue,32
720034983,Existing Customer,26,M,0,Unknown,Unknown,Less than $40K,Silver,13
717307158,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,36
708876183,Existing Customer,51,M,1,High School,Single,$60K - $80K,Silver,43
712660308,Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,36
715958583,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43
771546708,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,34
711252258,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,36
772585008,Existing Customer,48,F,4,High School,Married,Unknown,Blue,38
751143858,Existing Customer,59,F,1,High School,Single,Unknown,Blue,52
708824958,Existing Customer,50,F,4,High School,Single,Less than $40K,Blue,42
819612933,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,47
712804383,Existing Customer,56,F,0,College,Married,Less than $40K,Blue,38
790149483,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,35
712121508,Existing Customer,43,M,3,Uneducated,Single,$60K - $80K,Blue,30
778853358,Existing Customer,59,F,0,College,Single,Less than $40K,Blue,40
716512383,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,36
823548858,Attrited Customer,53,F,4,Graduate,Married,Unknown,Blue,49
712144158,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,48
824560758,Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,31
757710783,Attrited Customer,36,F,1,Graduate,Married,Less than $40K,Blue,29
713081583,Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,32
710481333,Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,36
721060083,Existing Customer,42,F,3,College,Married,Unknown,Blue,27
713759583,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36
717547383,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,32
711683358,Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41
710044308,Existing Customer,40,F,4,Graduate,Single,$40K - $60K,Blue,27
713101383,Existing Customer,44,F,2,Unknown,Married,$40K - $60K,Blue,36
757685733,Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,36
717823383,Existing Customer,56,M,4,Unknown,Married,$60K - $80K,Blue,47
796029483,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43
710099358,Existing Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,36
713872008,Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,42
788802483,Existing Customer,47,F,3,Uneducated,Unknown,Less than $40K,Blue,29
